Condition,Brand,Model,Edition,Operating System,RAM,Memory,No. of Camera,Screen Size,Network,SIM Support,URL
Used,Apple,iPhone 13 Pro,256GB,iOS,,256 GB,Triple,,5G,Single SIM,https://ikman.lk/en/ad/apple-iphone-13-pro-256gb-used-for-sale-gampaha-3343
Used,Apple,iPhone 7 Plus,32GB,iOS,,32 GB,Quad,,4G,Single SIM,https://ikman.lk/en/ad/apple-iphone-7-plus-i-phone-7-32gb-used-for-sale-kalutara
Used,Apple,iPhone 15,128GB/256GB,iOS,6 GB,,Dual,Above 6 inches,5G,Dual SIM,https://ikman.lk/en/ad/apple-iphone-15-128gb-256gb-used-for-sale-colombo-13
Brand New,Apple,iPhone 16,5G|8GB|128GB,iOS,8 GB,128 GB,Dual,Above 6 inches,5G,Dual SIM,https://ikman.lk/en/ad/apple-iphone-16-5g8gb128gb-brand-new-for-sale-colombo
Used,Other brand,Other model,Umioo 17 Pro Max,iOS,,,,,,,https://ikman.lk/en/ad/umioo-17-pro-max-brand-new-for-sale-colombo
Brand New,Apple,iPhone 17 Pro Max,256GB XA Regionð¦ðº,iOS,12 GB,256 GB,Triple,,5G,Dual SIM,https://ikman.lk/en/ad/apple-iphone-17-pro-max-256gb-xa-region-brand-new-for-sale-colombo-1
Used,Apple,iPhone XR,128GB,iOS,4 GB,128 GB,,Above 6 inches,5G,Dual SIM,https://ikman.lk/en/ad/apple-iphone-xr-128gb-used-for-sale-colombo-3521
Used,Apple,iPhone 11,128GB,iOS,,128 GB,,,,,https://ikman.lk/en/ad/apple-iphone-11-128gb-used-for-sale-kandy-2268
Used,Apple,iPhone 8,,iOS,6 GB,64 GB,Dual,5.1 to 6 inches,4G,Single SIM,https://ikman.lk/en/ad/apple-iphone-8-used-for-sale-galle-853
Used,Apple,iPhone 16 Pro,Apple,iOS,,256 GB,Triple,,,,https://ikman.lk/en/ad/apple-iphone-16-pro-i-phon-256gb-used-for-sale-matara
Used,Apple,iPhone 14,iPhone 14 128GB,iOS,,128 GB,,,,,https://ikman.lk/en/ad/apple-iphone-14-128gb-used-for-sale-kandy-422
Used,Apple,iPhone 15 Pro Max,,iOS,,,,,,,https://ikman.lk/en/ad/apple-iphone-15-pro-max-used-for-sale-kandy-383
Used,Apple,iPhone XS,iPhone Xs 256GB,iOS,,256 GB,,,,,https://ikman.lk/en/ad/apple-iphone-xs-256gb-used-for-sale-kandy-2118
Used,Apple,iPhone 7 Plus,,iOS,,128 GB,,,4G,Single SIM,https://ikman.lk/en/ad/apple-iphone-7-plus-used-for-sale-kandy-6084
Used,Apple,iPhone X,,iOS,4 GB,128 GB,Dual,Below 4 inches,VoLTE,Single SIM,https://ikman.lk/en/ad/apple-iphone-x-used-for-sale-batticaloa-611
Used,Apple,iPhone 15,iPhone 15 128GB,iOS,,128 GB,,,,,https://ikman.lk/en/ad/apple-iphone-15-128gb-used-for-sale-kandy-295
Used,Apple,iPhone 13 Pro Max,,iOS,,256 GB,Triple,,5G,,https://ikman.lk/en/ad/apple-iphone-13-pro-max-used-for-sale-batticaloa-464
Used,Apple,iPhone 15,128GB,iOS,6 GB,128 GB,Dual,4 to 5 inches,VoLTE,Single SIM,https://ikman.lk/en/ad/apple-iphone-15-128-used-for-sale-puttalam
Used,Apple,iPhone 13,128GB,iOS,4 GB,128 GB,Dual,,4G,Dual SIM,https://ikman.lk/en/ad/apple-iphone-13-128gb-used-for-sale-kurunegala-613
Used,Apple,iPhone 7 Plus,,iOS,,128 GB,Dual,,,Single SIM,https://ikman.lk/en/ad/apple-iphone-7-plus-used-for-sale-kalutara-3242
Used,Apple,iPhone 14 Pro Max,,iOS,,256 GB,Triple,,,Single SIM,https://ikman.lk/en/ad/apple-iphone-14-pro-max-used-for-sale-kilinochchi-6
Used,Apple,iPhone 11 Pro Max,256GB,iOS,4 GB,256 GB,Triple,Above 6 inches,VoLTE,Dual VoLTE,https://ikman.lk/en/ad/apple-iphone-11-pro-max-256gb-used-for-sale-kandy-1063
Used,Apple,iPhone 15,,iOS,,128 GB,,,,,https://ikman.lk/en/ad/apple-iphone-15-used-for-sale-colombo-1207
Used,Apple,iPhone 13 Pro Max,,iOS,,256 GB,Triple,,5G,Single SIM,https://ikman.lk/en/ad/apple-iphone-13-pro-max-used-for-sale-kilinochchi-105
Used,Apple,iPhone 12,128GB,iOS,,128 GB,,Above 6 inches,5G,,https://ikman.lk/en/ad/apple-iphone-12-128gb-storage-used-for-sale-colombo-8
Used,Apple,iPhone 16,128 Gb,iOS,8 GB,128 GB,Dual,Above 6 inches,5G,Dual SIM,https://ikman.lk/en/ad/apple-iphone-16-128-gb-used-for-sale-matara-1
Used,Apple,iPhone 12,,iOS,,128 GB,Dual,,,,https://ikman.lk/en/ad/apple-iphone-12-used-for-sale-kalutara-519
Used,Apple,iPhone 12 Pro Max,,iOS,,128 GB,,,,,https://ikman.lk/en/ad/apple-iphone-12-pro-max-used-for-sale-gampaha-1935
Used,Apple,iPhone 12 Pro,Blue,iOS,4 GB,128 GB,Triple,5.1 to 6 inches,5G,,https://ikman.lk/en/ad/apple-iphone-12-pro-blue-used-for-sale-puttalam-1
Brand New,Apple,iPhone 17 Pro Max,512GB ORGINALCONVERT,iOS,12 GB,256 GB,Triple,Above 6 inches,5G,Single SIM,https://ikman.lk/en/ad/apple-iphone-17-pro-max-512gb-orginalconvert-brand-new-for-sale-colombo-1
Used,Apple,iPhone 14,256GB Full Box,iOS,,256 GB,Dual,,5G,Dual SIM,https://ikman.lk/en/ad/apple-iphone-14-256gb-full-box-used-for-sale-polonnaruwa-1
Used,Apple,iPhone 16,128 Gb,iOS,8 GB,128 GB,Dual,Above 6 inches,5G,Dual SIM,https://ikman.lk/en/ad/apple-iphone-16-128-gb-used-for-sale-matara-1
Used,Apple,iPhone 12,,iOS,,128 GB,Dual,,,,https://ikman.lk/en/ad/apple-iphone-12-used-for-sale-kalutara-519
Used,Apple,iPhone 12 Pro Max,,iOS,,128 GB,,,,,https://ikman.lk/en/ad/apple-iphone-12-pro-max-used-for-sale-gampaha-1935
Used,Apple,iPhone 12 Pro,Blue,iOS,4 GB,128 GB,Triple,5.1 to 6 inches,5G,,https://ikman.lk/en/ad/apple-iphone-12-pro-blue-used-for-sale-puttalam-1
Used,Apple,iPhone SE 2,128GB,iOS,,128 GB,,Below 4 inches,,Single SIM,https://ikman.lk/en/ad/apple-iphone-se-2-128gb-used-for-sale-hambantota-86
Used,Apple,iPhone X,iPhone x,iOS,4 GB,256 GB,Dual,Above 6 inches,4G,Single SIM,https://ikman.lk/en/ad/apple-iphone-x-used-for-sale-colombo-9409
Used,Apple,iPhone 15 Pro Max,256GB,iOS,8 GB,256 GB,Triple,,,,https://ikman.lk/en/ad/apple-iphone-15-pro-max-256gb-used-for-sale-gampaha-1166
Used,Apple,iPhone 7,,iOS,,128 GB,,,VoLTE,Single SIM,https://ikman.lk/en/ad/apple-iphone-7-used-for-sale-kandy-6891
Used,Apple,iPhone 13 Pro Max,128GB,iOS,,128 GB,,,5G,,https://ikman.lk/en/ad/apple-iphone-13-pro-max-128gb-brand-new-for-sale-colombo-4
Used,Apple,iPhone 11 Pro Max,,iOS,,256 GB,,,,,https://ikman.lk/en/ad/apple-iphone-11-pro-max-used-for-sale-colombo-2875
Used,Apple,iPhone 15 Pro Max,iPhone 15 Pro Max,iOS,6 GB,256 GB,Triple,Above 6 inches,5G,Dual SIM,https://ikman.lk/en/ad/apple-iphone-15-pro-max-used-for-sale-anuradhapura-214
Used,Apple,iPhone 11,64GB,iOS,,64 GB,Dual,,,,https://ikman.lk/en/ad/apple-iphone-11-64gb-used-for-sale-colombo-5865
Used,Apple,iPhone 12 Pro,512GB,iOS,,,Triple,,,Dual SIM,https://ikman.lk/en/ad/apple-iphone-12-pro-512gb-used-for-sale-kurunegala-90
Used,Apple,iPhone 11 Pro,,iOS,4 GB,256 GB,Triple,4 to 5 inches,5G,Dual SIM,https://ikman.lk/en/ad/apple-iphone-11-pro-brand-new-for-sale-ampara-1
Used,Apple,iPhone 15 Pro Max,256GB,iOS,,,Triple,,,,https://ikman.lk/en/ad/apple-iphone-15-pro-max-256gb-used-for-sale-kurunegala-218
Used,Apple,iPhone 14 Pro,Iphone 14 pro 256GB,iOS,,256 GB,Triple,,5G,,https://ikman.lk/en/ad/apple-iphone-14-pro-256gb-used-for-sale-kurunegala-236
Used,Apple,iPhone 14,128GB,iOS,,128 GB,,,5G,,https://ikman.lk/en/ad/apple-iphone-14-128gb-used-for-sale-kalutara-422
Used,Apple,iPhone 14 Pro,256GB,iOS,,256 GB,Triple,,5G,Dual SIM,https://ikman.lk/en/ad/apple-iphone-14-pro-256gb-used-for-sale-kurunegala-233
Used,Apple,iPhone 13,,iOS,4 GB,256 GB,Dual,Above 6 inches,5G,Dual SIM,https://ikman.lk/en/ad/apple-iphone-13-used-for-sale-badulla-113
Used,Apple,iPhone 11,iPhone 11 128GB,iOS,,128 GB,Dual,,,Single SIM,https://ikman.lk/en/ad/apple-iphone-11-128gb-used-for-sale-jaffna-217
Used,Apple,iPhone XS,XS 256GB,iOS,,256 GB,Dual,Above 6 inches,4G,Dual SIM,https://ikman.lk/en/ad/apple-iphone-xs-i-phone-256gb-used-for-sale-trincomalee-1
Used,Apple,iPhone 14 Pro,256GB,iOS,6 GB,256 GB,Triple,,5G,,https://ikman.lk/en/ad/apple-iphone-14-pro-256gb-used-for-sale-kegalle-72
Used,Apple,iPhone SE 2,Iphone se 2,iOS,4 GB,128 GB,Dual,,4G,Dual SIM,https://ikman.lk/en/ad/apple-iphone-se-2-i-phone-se2-used-for-sale-ratnapura
Used,Apple,iPhone 11 Pro,,iOS,,256 GB,,,,,https://ikman.lk/en/ad/apple-iphone-11-pro-used-for-sale-galle-491
Used,Apple,iPhone SE 2,64gb,iOS,,64 GB,,4 to 5 inches,4G,Single SIM,https://ikman.lk/en/ad/apple-iphone-se-2-64gb-red-used-for-sale-ratnapura
Used,Apple,iPhone 14 Pro Max,256GB,iOS,,,,,,,https://ikman.lk/en/ad/apple-iphone-14-pro-max-256gb-used-for-sale-kandy-612
Brand New,Apple,iPhone 17 Pro Max,,iOS,,,,,,,https://ikman.lk/en/ad/apple-iphone-17-pro-max-brand-new-for-sale-kandy-36
Used,Apple,iPhone 12 Pro Max,Apple,iOS,,256 GB,,,,,https://ikman.lk/en/ad/apple-iphone-12-pro-max-0771672178-used-for-sale-colombo
Used,Apple,iPhone 12 mini,128 GB,iOS,,128 GB,Dual,,5G,,https://ikman.lk/en/ad/apple-iphone-12-mini-128-gb-used-for-sale-ratnapura-5
Used,Apple,iPhone 14 Pro Max,,iOS,6 GB,128 GB,Triple,Above 6 inches,5G,Dual SIM,https://ikman.lk/en/ad/apple-iphone-14-pro-max-used-for-sale-gampaha-1245
Used,Apple,iPhone 15 Pro,1TB,iOS,,,,,,,https://ikman.lk/en/ad/apple-iphone-15-pro-1tb-used-for-sale-colombo-49
Used,Apple,iPhone 7,128GB,iOS,3 GB,128 GB,,,,,https://ikman.lk/en/ad/apple-iphone-7-128gb-used-for-sale-colombo-14463
Used,Apple,iPhone 15 Pro,1TB,iOS,,,,,,,https://ikman.lk/en/ad/apple-iphone-15-pro-1tb-used-for-sale-colombo-47
Used,Apple,iPhone XS Max,XS MAX 64GB,iOS,,64 GB,Dual,,VoLTE,,https://ikman.lk/en/ad/apple-iphone-xs-max-64gb-used-for-sale-gampaha-2072
Used,Apple,iPhone 17,256GB,iOS,12 GB,256 GB,Dual,,,,https://ikman.lk/en/ad/apple-iphone-17-256gb-used-for-sale-gampaha-8
Brand New,Apple,iPhone 16,5G|8GB|128GB,iOS,8 GB,128 GB,Dual,Above 6 inches,5G,Dual SIM,https://ikman.lk/en/ad/apple-iphone-16-5g8gb128gb-brand-new-for-sale-colombo
Used,Apple,iPhone 15 Pro Max,,iOS,,256 GB,,,,,https://ikman.lk/en/ad/apple-iphone-15-pro-max-used-for-sale-colombo-2426
Used,Apple,iPhone 13 Pro,Apple,iOS,,256 GB,Triple,,VoLTE,,https://ikman.lk/en/ad/apple-iphone-13-pro-used-for-sale-gampaha-1012
Used,Apple,iPhone 8 Plus,,iOS,,256 GB,,,,Single SIM,https://ikman.lk/en/ad/apple-iphone-8-plus-used-for-sale-galle-787
Used,Apple,iPhone 12 Pro Max,12 PRO MAX 256GB,iOS,,256 GB,Triple,,VoLTE,,https://ikman.lk/en/ad/apple-iphone-12-pro-max-256gb-used-for-sale-gampaha-5753
Used,Apple,iPhone 14 Pro Max,256GB,iOS,6 GB,256 GB,Triple,Above 6 inches,5G,Dual SIM,https://ikman.lk/en/ad/apple-iphone-14-pro-max-256gb-space-black-used-for-sale-colombo-2
Used,Apple,iPhone 12,128GB,iOS,,128 GB,Dual,,5G,Single SIM,https://ikman.lk/en/ad/apple-iphone-12-128gb-used-for-sale-colombo-9724
Used,Apple,iPhone 14,14,iOS,,128 GB,,,5G,,https://ikman.lk/en/ad/apple-iphone-14-used-for-sale-colombo-1673
Brand New,Apple,iPhone 14,6GB|128GB,iOS,6 GB,128 GB,Dual,Above 6 inches,5G,Dual SIM,https://ikman.lk/en/ad/apple-iphone-14-6gb128gb-brand-new-for-sale-colombo
Used,Apple,iPhone 14,14,iOS,,128 GB,,,5G,,https://ikman.lk/en/ad/apple-iphone-14-used-for-sale-colombo-1671
Used,Apple,iPhone SE 2,,iOS,4 GB,128 GB,,,5G,,https://ikman.lk/en/ad/apple-iphone-se-2-used-for-sale-batticaloa-83
Used,Apple,iPhone 7 Plus,Apple,iOS,3 GB,128 GB,Dual,4 to 5 inches,4G,Single SIM,https://ikman.lk/en/ad/apple-iphone-7-plus-red-edition-used-for-sale-trincomalee-3
Used,Apple,iPhone 7 Plus,128 gb,iOS,,,,,,,https://ikman.lk/en/ad/apple-iphone-7-plus-128-gb-used-for-sale-colombo-1775
Brand New,Apple,iPhone 17 Pro,eSIM 256GB,iOS,12 GB,,,Above 6 inches,5G,Dual SIM,https://ikman.lk/en/ad/apple-iphone-17-pro-esim-256gb-brand-new-for-sale-colombo-7
Used,Apple,iPhone 11,Apple,iOS,,,,,VoLTE,,https://ikman.lk/en/ad/apple-iphone-11-used-for-sale-kalutara-1410
Used,Apple,iPhone 12,128GB,iOS,,128 GB,Dual,,5G,Single SIM,https://ikman.lk/en/ad/apple-iphone-12-128gb-used-for-sale-colombo-9723
Brand New,Apple,iPhone 17 Pro Max,eSIM 256GB,iOS,,256 GB,Triple,Above 6 inches,5G,Dual SIM,https://ikman.lk/en/ad/apple-iphone-17-pro-max-esim-256gb-brand-new-for-sale-colombo-6
Used,Apple,iPhone 16 Pro Max,256 GB,iOS,,,,,,,https://ikman.lk/en/ad/apple-iphone-16-pro-max-256-gb-used-for-sale-kandy-181
Used,Apple,iPhone 14 Pro,256GB KH/A,iOS,6 GB,256 GB,Triple,Above 6 inches,5G,Dual SIM,https://ikman.lk/en/ad/apple-iphone-14-pro-256gb-kh-a-used-for-sale-matara-15
Brand New,Apple,iPhone 17 Pro Max,eSIM 256GB,iOS,,256 GB,Triple,Above 6 inches,5G,Dual SIM,https://ikman.lk/en/ad/apple-iphone-17-pro-max-esim-256gb-brand-new-for-sale-colombo-6
Used,Apple,iPhone 16 Pro Max,512GB,iOS,,,Triple,,5G,Dual SIM,https://ikman.lk/en/ad/apple-iphone-16-pro-max-512gb-used-for-sale-colombo-287
Used,Apple,iPhone 13,128GB,iOS,,,Dual,,5G,Single SIM,https://ikman.lk/en/ad/apple-iphone-13-128gb-used-for-sale-colombo-11545
Used,Apple,iPhone 13 mini,256GB,iOS,,,Dual,,5G,Single SIM,https://ikman.lk/en/ad/apple-iphone-13-mini-256gb-used-for-sale-colombo-304
Used,Apple,iPhone 13 mini,128GB,iOS,,,Dual,,5G,Single SIM,https://ikman.lk/en/ad/apple-iphone-13-mini-128gb-used-for-sale-colombo-787
Used,Apple,iPhone 12 Pro,128GB /256GB,iOS,,,Triple,,5G,Single SIM,https://ikman.lk/en/ad/apple-iphone-12-pro-128gb-256gb-used-for-sale-colombo-283
Used,Apple,iPhone XS Max,256GB,iOS,,256 GB,,,,,https://ikman.lk/en/ad/apple-iphone-xs-max-256gb-used-for-sale-colombo-4101
Used,Apple,iPhone 13 Pro,256GB,iOS,,256 GB,Triple,,5G,Single SIM,https://ikman.lk/en/ad/apple-iphone-13-pro-256gb-used-for-sale-colombo-4835
Used,Apple,iPhone 12,128GB,iOS,,,Dual,,5G,Single SIM,https://ikman.lk/en/ad/apple-iphone-12-128gb-used-for-sale-colombo-9722
Used,Apple,iPhone 12 mini,128GB,iOS,,,Dual,,5G,Single SIM,https://ikman.lk/en/ad/apple-iphone-12-mini-128gb-used-for-sale-colombo-1625
Used,Apple,iPhone 12 Pro,12 pro,iOS,,256 GB,,,5G,,https://ikman.lk/en/ad/apple-iphone-12-pro-used-for-sale-colombo-3984
Used,Apple,iPhone 15 Pro,128GB,iOS,8 GB,256 GB,Triple,Above 6 inches,5G,Dual SIM,https://ikman.lk/en/ad/apple-iphone-15-pro-128gb-used-for-sale-colombo-1514
Used,Apple,iPhone 12 Pro,12 pro,iOS,,256 GB,,,5G,,https://ikman.lk/en/ad/apple-iphone-12-pro-used-for-sale-colombo-3983
Used,Apple,iPhone 11 Pro Max,256GB,iOS,,,Triple,,5G,Single SIM,https://ikman.lk/en/ad/apple-iphone-11-pro-max-256gb-used-for-sale-colombo-6474
Used,Apple,iPhone 11,128GB,iOS,,,Dual,,5G,Single SIM,https://ikman.lk/en/ad/apple-iphone-11-128gb-used-for-sale-colombo-19058
Used,Apple,iPhone 12 Pro,12 pro,iOS,,128 GB,,,5G,,https://ikman.lk/en/ad/apple-iphone-12-pro-used-for-sale-colombo-3982
Used,Apple,iPhone 11,11,iOS,,128 GB,,,5G,,https://ikman.lk/en/ad/apple-iphone-11-used-for-sale-colombo-8199
Used,Apple,iPhone 11,11,iOS,,128 GB,,,5G,,https://ikman.lk/en/ad/apple-iphone-11-used-for-sale-colombo-8198
Used,Apple,iPhone 11 Pro,256GB,iOS,,,Triple,,5G,Single SIM,https://ikman.lk/en/ad/apple-iphone-11-pro-256gb-used-for-sale-colombo-11493
Used,Apple,iPhone 16 Pro,128GB,iOS,,,Triple,,5G,,https://ikman.lk/en/ad/apple-iphone-16-pro-128gb-used-for-sale-kurunegala-33
Used,Apple,iPhone 7,,iOS,4 GB,128 GB,,,4G,Single SIM,https://ikman.lk/en/ad/apple-iphone-7-used-for-sale-batticaloa-857
Used,Apple,iPhone 14 Pro Max,128GB PURPLE FULLSET,iOS,6 GB,128 GB,Triple,Above 6 inches,5G,Dual SIM,https://ikman.lk/en/ad/apple-iphone-14-pro-max-128gb-purple-fullset-used-for-sale-colombo-8
Used,Apple,iPhone 15 Pro,128GB,iOS,,,Triple,,5G,,https://ikman.lk/en/ad/apple-iphone-15-pro-128gb-used-for-sale-kurunegala-98
Used,Apple,iPhone 12 Pro,256GB,iOS,,256 GB,Triple,,VoLTE,,https://ikman.lk/en/ad/apple-iphone-12-pro-256gb-used-for-sale-gampaha-8812
Used,Apple,iPhone 15,128GB,iOS,,,Dual,,5G,,https://ikman.lk/en/ad/apple-iphone-15-128gb-used-for-sale-kurunegala-158
Used,Apple,iPhone 14 Pro,Apple,iOS,,,Triple,,5G,,https://ikman.lk/en/ad/apple-iphone-14-pro-used-for-sale-kurunegala-500
Used,Apple,iPhone 12 Pro,128GB,iOS,6 GB,128 GB,Triple,Above 6 inches,5G,Single SIM,https://ikman.lk/en/ad/apple-iphone-12-pro-128gb-used-for-sale-polonnaruwa-63
Used,Apple,iPhone 12 Pro,256GB,iOS,,256 GB,Triple,,VoLTE,,https://ikman.lk/en/ad/apple-iphone-12-pro-256gb-used-for-sale-gampaha-8812
Used,Apple,iPhone 15,128GB,iOS,,,Dual,,5G,,https://ikman.lk/en/ad/apple-iphone-15-128gb-used-for-sale-kurunegala-158
Used,Apple,iPhone 14 Pro,128GB,iOS,,,Triple,,5G,,https://ikman.lk/en/ad/apple-iphone-14-pro-128gb-used-for-sale-kurunegala-120
Used,Apple,iPhone 14,256GB,iOS,,256 GB,Dual,,VoLTE,,https://ikman.lk/en/ad/apple-iphone-14-256gb-used-for-sale-gampaha-377
Used,Apple,iPhone 14,128GB,iOS,,,Dual,,5G,,https://ikman.lk/en/ad/apple-iphone-14-128gb-used-for-sale-kurunegala-185
Used,Apple,iPhone 13 Pro Max,128GB,iOS,,,Triple,,5G,,https://ikman.lk/en/ad/apple-iphone-13-pro-max-128gb-used-for-sale-kurunegala-152
Used,Apple,iPhone 7,,iOS,2 GB,128 GB,Dual,,4G,Single SIM,https://ikman.lk/en/ad/apple-iphone-7-used-for-sale-kurunegala-5527
Used,Apple,iPhone 12,64GB,iOS,,64 GB,Dual,,5G,,https://ikman.lk/en/ad/apple-iphone-12-64gb-used-for-sale-kurunegala-204
Used,Apple,iPhone 16 Pro Max,256GB,iOS,,256 GB,Triple,Above 6 inches,5G,Dual SIM,https://ikman.lk/en/ad/apple-iphone-16-pro-max-256gb-used-for-sale-kegalle-34
Used,Apple,iPhone 13 Pro Max,128GB,iOS,,128 GB,,,,,https://ikman.lk/en/ad/apple-iphone-13-pro-max-128gb-used-for-sale-kalutara-199
Used,Apple,iPhone 13 Pro,128GB,iOS,,,Triple,,5G,,https://ikman.lk/en/ad/apple-iphone-13-pro-128gb-used-for-sale-kurunegala-261
Used,Apple,iPhone 12 Pro Max,,iOS,8 GB,256 GB,Triple,Above 6 inches,5G,Single SIM,https://ikman.lk/en/ad/apple-iphone-12-pro-max-used-for-sale-colombo-3872
Used,Apple,iPhone SE 2,SE 2,iOS,,128 GB,,,,,https://ikman.lk/en/ad/apple-iphone-se-2-used-for-sale-gampaha-1658
Used,Apple,iPhone 11,128GB,iOS,,128 GB,,,4G,Single SIM,https://ikman.lk/en/ad/apple-iphone-11-128gb-used-for-sale-matara-1307
Used,Apple,iPhone XS,256GB,iOS,,256 GB,Dual,,4G,Single SIM,https://ikman.lk/en/ad/apple-iphone-xs-256gb-used-for-sale-colombo-8803
Brand New,Apple,iPhone 17 Pro Max,256GB,iOS,12 GB,,Triple,Above 6 inches,5G,Dual SIM,https://ikman.lk/en/ad/apple-iphone-17-pro-max-256gb-brand-new-for-sale-colombo-882
Used,Apple,iPhone XS,,iOS,,,,,,,https://ikman.lk/en/ad/apple-iphone-xs-used-for-sale-colombo-4570
Used,Apple,iPhone 11,,iOS,,128 GB,Dual,,,,https://ikman.lk/en/ad/apple-iphone-11-used-for-sale-kandy-2477
Used,Apple,iPhone 14 Pro,128GB,iOS,,,,,,,https://ikman.lk/en/ad/apple-iphone-14-pro-128gb-used-for-sale-colombo-2754
Used,Apple,iPhone 13 Pro,,iOS,,256 GB,Triple,,,Dual SIM,https://ikman.lk/en/ad/apple-iphone-13-pro-used-for-sale-kurunegala-596
Used,Apple,iPhone 13 Pro,128GB,iOS,6 GB,128 GB,Triple,Above 6 inches,5G,Dual SIM,https://ikman.lk/en/ad/apple-iphone-13-pro-128gb-used-for-sale-colombo-3313
Used,Apple,iPhone 11,11,iOS,,128 GB,,,,,https://ikman.lk/en/ad/apple-iphone-11-good-condition-used-for-sale-badulla
Used,Apple,iPhone 11,,iOS,,,,,,,https://ikman.lk/en/ad/apple-iphone-11-used-for-sale-colombo-7833
Used,Apple,iPhone 13 Pro Max,256GB,iOS,,256 GB,Triple,,5G,Single SIM,https://ikman.lk/en/ad/apple-iphone-13-pro-max-256-used-for-sale-gampaha-69
Brand New,Apple,iPhone 17 Pro,256GB,iOS,12 GB,,Triple,Above 6 inches,5G,Dual SIM,https://ikman.lk/en/ad/apple-iphone-17-pro-256gb-brand-new-for-sale-colombo-795
Used,Apple,iPhone 13 Pro,256GB USA,iOS,,256 GB,Triple,5.1 to 6 inches,VoLTE,Single SIM,https://ikman.lk/en/ad/apple-iphone-13-pro-256gb-usa-used-for-sale-gampaha-92
Used,Apple,iPhone 15,128GB/256GB,iOS,6 GB,,Dual,Above 6 inches,5G,Dual SIM,https://ikman.lk/en/ad/apple-iphone-15-128gb-256gb-used-for-sale-colombo-13
Used,Apple,iPhone XS,Apple,iOS,,256 GB,Dual,,4G,,https://ikman.lk/en/ad/apple-iphone-xs-original-used-for-sale-nuwara-eliya
Used,Apple,iPhone X,IPHONE X,iOS,,256 GB,,,,Single SIM,https://ikman.lk/en/ad/apple-iphone-x-used-for-sale-ampara-872
Used,Apple,iPhone 14 Pro Max,,iOS,,256 GB,,,,,https://ikman.lk/en/ad/apple-iphone-14-pro-max-used-for-sale-kandy-790
Brand New,Apple,iPhone 17 Pro,eSIM 512GB,iOS,12 GB,,Triple,Above 6 inches,5G,Dual SIM,https://ikman.lk/en/ad/apple-iphone-17-pro-esim-512gb-brand-new-for-sale-colombo
Used,Apple,iPhone 11 Pro,Apple,iOS,4 GB,64 GB,Triple,,5G,Dual SIM,https://ikman.lk/en/ad/apple-iphone-11-pro-green-used-for-sale-colombo-13
Used,Apple,iPhone 11 Pro,Apple,iOS,4 GB,256 GB,Triple,,5G,,https://ikman.lk/en/ad/apple-iphone-11-pro-green-used-for-sale-colombo-14
Used,Apple,iPhone 12 Pro,Gray,iOS,6 GB,128 GB,Triple,,5G,,https://ikman.lk/en/ad/apple-iphone-12-pro-gray-used-for-sale-colombo
Used,Apple,iPhone 12,128GB,iOS,4 GB,128 GB,Dual,Above 6 inches,5G,Dual SIM,https://ikman.lk/en/ad/apple-iphone-12-128gb-used-for-sale-matale-90
Used,Apple,iPhone 14 Pro,256GB,iOS,,256 GB,,,5G,Single SIM,https://ikman.lk/en/ad/apple-iphone-14-pro-256gb-used-for-sale-gampaha-2372
Used,Apple,iPhone 11,256GB,iOS,,256 GB,Dual,,,,https://ikman.lk/en/ad/apple-iphone-11-256gb-used-for-sale-colombo-2190
Used,Apple,iPhone 11 Pro Max,,iOS,8 GB,256 GB,Triple,Above 6 inches,4G,Single SIM,https://ikman.lk/en/ad/apple-iphone-11-pro-max-used-for-sale-kilinochchi-1
Used,Apple,iPhone 13,13,iOS,,128 GB,,,5G,,https://ikman.lk/en/ad/apple-iphone-13-used-for-sale-colombo-3480
Used,Apple,iPhone 12 Pro,12 pro,iOS,6 GB,256 GB,Quad,,5G,Dual SIM,https://ikman.lk/en/ad/apple-iphone-12-pro-used-for-sale-kalutara-670
Used,Apple,iPhone 12 Pro,512GB,iOS,,,Triple,,,Dual SIM,https://ikman.lk/en/ad/apple-iphone-12-pro-12pro-512gb-duel-sim-used-for-sale-colombo
Used,Apple,iPhone 11 Pro Max,,iOS,,256 GB,,,,,https://ikman.lk/en/ad/apple-iphone-11-pro-max-used-for-sale-kandy-1149
Used,Apple,iPhone 13,128GB,iOS,,128 GB,Quad,Above 6 inches,5G,Dual SIM,https://ikman.lk/en/ad/apple-iphone-13-128gb-used-for-sale-colombo-11373
Used,Apple,iPhone 14,128GB,iOS,4 GB,128 GB,Quad,Above 6 inches,5G,Dual SIM,https://ikman.lk/en/ad/apple-iphone-14-128gb-used-for-sale-colombo-5828
Used,Apple,iPhone 12,128GB,iOS,,128 GB,Dual,,4G,,https://ikman.lk/en/ad/apple-iphone-12-128gb-used-for-sale-colombo-9667
Used,Apple,iPhone 14,128GB,iOS,,128 GB,Dual,,4G,,https://ikman.lk/en/ad/apple-iphone-14-128gb-used-for-sale-colombo-5892
Used,Apple,iPhone XR,128GB RED FULLSET,iOS,4 GB,128 GB,,Above 6 inches,4G,Dual SIM,https://ikman.lk/en/ad/apple-iphone-xr-128gb-red-fullset-used-for-sale-colombo-2
Used,Apple,iPhone 8,,iOS,2 GB,64 GB,,4 to 5 inches,4G,Single SIM,https://ikman.lk/en/ad/apple-iphone-8-used-for-sale-kurunegala-1551
